,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,fuel-type-diesel,fuel-type-gas
101,0,108,nissan,std,four,wagon,fwd,front,100.4,184.6,66.5,0.9381270903010034,3296,ohcv,six,181,mpfi,3.43,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,17,10.681818181818182,13205.69,13.823529411764707,False,True
102,0,108,nissan,std,four,sedan,fwd,front,100.4,184.6,66.5,0.9214046822742475,3060,ohcv,six,181,mpfi,3.43,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,19,9.4,13205.69,12.368421052631579,False,True
103,3,194,nissan,std,two,hatchback,rwd,front,91.3,170.7,67.9,0.831103678929766,3071,ohcv,six,181,mpfi,3.43,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,19,9.4,13205.69,12.368421052631579,False,True
104,3,194,nissan,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.2582999999999993,7.8,104.22277227722772,5125.990099009901,17,10.217391304347826,13205.69,13.823529411764707,False,True
105,1,231,nissan,std,two,hatchback,rwd,front,99.2,178.5,67.9,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,19,9.4,13205.69,12.368421052631579,False,True
106,0,161,peugot,std,four,sedan,rwd,front,107.9,186.7,68.4,0.948160535117057,3020,l,four,120,mpfi,3.46,3.2582999999999993,8.4,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
107,0,161,peugot,turbo,four,sedan,rwd,front,107.9,186.7,68.4,0.948160535117057,3197,l,four,152,idi,3.7,3.2582999999999993,21.0,104.22277227722772,5125.990099009901,28,7.121212121212121,13205.69,8.392857142857142,True,False
108,0,122,peugot,std,four,wagon,rwd,front,114.2,198.9,68.4,0.9816053511705687,3230,l,four,120,mpfi,3.46,3.2582999999999993,8.4,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
109,0,122,peugot,turbo,four,wagon,rwd,front,114.2,198.9,68.4,0.9816053511705687,3430,l,four,152,idi,3.7,3.2582999999999993,21.0,104.22277227722772,5125.990099009901,25,9.4,13205.69,9.4,True,False
110,0,161,peugot,std,four,sedan,rwd,front,107.9,186.7,68.4,0.948160535117057,3075,l,four,120,mpfi,3.46,3.2582999999999993,8.4,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
111,0,161,peugot,turbo,four,sedan,rwd,front,107.9,186.7,68.4,0.948160535117057,3252,l,four,152,idi,3.7,3.2582999999999993,21.0,104.22277227722772,5125.990099009901,28,7.121212121212121,13205.69,8.392857142857142,True,False
112,0,122,peugot,std,four,wagon,rwd,front,114.2,198.9,68.4,0.948160535117057,3285,l,four,120,mpfi,3.46,3.2582999999999993,8.4,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
113,0,122,peugot,turbo,four,wagon,rwd,front,114.2,198.9,68.4,0.9816053511705687,3485,l,four,152,idi,3.7,3.2582999999999993,21.0,104.22277227722772,5125.990099009901,25,9.4,13205.69,9.4,True,False
114,0,161,peugot,std,four,sedan,rwd,front,107.9,186.7,68.4,0.948160535117057,3075,l,four,120,mpfi,3.46,3.2582999999999993,8.4,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
115,0,161,peugot,turbo,four,sedan,rwd,front,107.9,186.7,68.4,0.948160535117057,3252,l,four,152,idi,3.7,3.2582999999999993,21.0,104.22277227722772,5125.990099009901,28,7.121212121212121,13205.69,8.392857142857142,True,False
116,0,161,peugot,turbo,four,sedan,rwd,front,108.0,186.7,68.3,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.2582999999999993,7.0,104.22277227722772,5125.990099009901,18,9.791666666666666,13205.69,13.055555555555555,False,True
117,1,119,plymouth,std,two,hatchback,fwd,front,93.7,157.3,63.8,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.2582999999999993,9.4,104.22277227722772,5125.990099009901,37,5.7317073170731705,13205.69,6.351351351351352,False,True
118,1,119,plymouth,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.2582999999999993,7.6,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
119,1,154,plymouth,std,four,hatchback,fwd,front,93.7,157.3,63.8,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.2582999999999993,9.4,104.22277227722772,5125.990099009901,31,6.184210526315789,13205.69,7.580645161290323,False,True
120,1,154,plymouth,std,four,sedan,fwd,front,93.7,167.3,63.8,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.2582999999999993,9.4,104.22277227722772,5125.990099009901,31,6.184210526315789,13205.69,7.580645161290323,False,True
121,1,154,plymouth,std,four,sedan,fwd,front,93.7,167.3,63.8,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.2582999999999993,9.4,104.22277227722772,5125.990099009901,31,6.184210526315789,13205.69,7.580645161290323,False,True
122,-1,74,plymouth,std,four,wagon,fwd,front,103.3,174.6,64.6,1.0,2535,ohc,four,122,2bbl,3.35,3.2582999999999993,8.5,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
123,3,122,plymouth,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.2582999999999993,7.0,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
124,3,186,porsche,std,two,hatchback,rwd,front,94.5,168.9,68.3,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,19,8.703703703703704,13205.69,12.368421052631579,False,True
125,3,122,porsche,std,two,hardtop,rwd,rear,89.5,168.9,65.0,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,17,9.4,13205.69,13.823529411764707,False,True
126,3,122,porsche,std,two,hardtop,rwd,rear,89.5,168.9,65.0,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,17,9.4,13205.69,13.823529411764707,False,True
127,3,122,porsche,std,two,convertible,rwd,rear,89.5,168.9,65.0,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,17,9.4,13205.69,13.823529411764707,False,True
128,1,122,porsche,std,two,hatchback,rwd,front,98.4,175.7,72.3,0.8444816053511706,3366,dohcv,eight,203,mpfi,3.94,3.2582999999999993,10.0,104.22277227722772,5125.990099009901,17,8.392857142857142,13205.69,13.823529411764707,False,True
129,0,122,renault,std,four,wagon,fwd,front,96.1,181.5,66.5,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,23,7.580645161290323,13205.69,10.217391304347826,False,True
130,2,122,renault,std,two,hatchback,fwd,front,96.1,176.8,66.6,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,23,7.580645161290323,13205.69,10.217391304347826,False,True
131,3,150,saab,std,two,hatchback,fwd,front,99.1,186.6,66.5,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.2582999999999993,9.31,104.22277227722772,5125.990099009901,21,8.392857142857142,13205.69,11.19047619047619,False,True
132,2,104,saab,std,four,sedan,fwd,front,99.1,186.6,66.5,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,21,8.392857142857142,13205.69,11.19047619047619,False,True
133,3,150,saab,std,two,hatchback,fwd,front,99.1,186.6,66.5,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,21,8.392857142857142,13205.69,11.19047619047619,False,True
134,2,104,saab,std,four,sedan,fwd,front,99.1,186.6,66.5,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,21,8.392857142857142,13205.69,11.19047619047619,False,True
135,3,150,saab,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,19,9.038461538461538,13205.69,12.368421052631579,False,True
136,2,104,saab,turbo,four,sedan,fwd,front,99.1,186.6,66.5,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,19,9.038461538461538,13205.69,12.368421052631579,False,True
137,2,83,subaru,std,two,hatchback,fwd,front,93.7,156.9,63.4,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,31,6.527777777777778,13205.69,7.580645161290323,False,True
138,2,83,subaru,std,two,hatchback,fwd,front,93.7,157.9,63.6,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,26,7.580645161290323,13205.69,9.038461538461538,False,True
139,2,83,subaru,std,two,hatchback,4wd,front,93.3,157.3,63.8,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,26,7.580645161290323,13205.69,9.038461538461538,False,True
140,0,102,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,32,6.351351351351352,13205.69,7.34375,False,True
141,0,102,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,28,7.121212121212121,13205.69,8.392857142857142,False,True
142,0,102,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,26,7.34375,13205.69,9.038461538461538,False,True
143,0,102,subaru,std,four,sedan,4wd,front,97.0,172.0,65.4,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,24,9.4,13205.69,9.791666666666666,False,True
144,0,102,subaru,turbo,four,sedan,4wd,front,97.0,172.0,65.4,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,3.2582999999999993,7.7,104.22277227722772,5125.990099009901,24,8.10344827586207,13205.69,9.791666666666666,False,True
145,0,89,subaru,std,four,wagon,fwd,front,97.0,173.5,65.4,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,28,7.34375,13205.69,8.392857142857142,False,True
146,0,89,subaru,std,four,wagon,fwd,front,97.0,173.5,65.4,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,25,7.580645161290323,13205.69,9.4,False,True
147,0,85,subaru,std,four,wagon,4wd,front,96.9,173.6,65.4,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,23,8.10344827586207,13205.69,10.217391304347826,False,True
148,0,85,subaru,turbo,four,wagon,4wd,front,96.9,173.6,65.4,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,3.2582999999999993,7.7,104.22277227722772,5125.990099009901,23,10.217391304347826,13205.69,10.217391304347826,False,True
149,1,87,toyota,std,two,hatchback,fwd,front,95.7,158.7,63.6,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,35,6.0256410256410255,13205.69,6.714285714285714,False,True
150,1,87,toyota,std,two,hatchback,fwd,front,95.7,158.7,63.6,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,31,6.184210526315789,13205.69,7.580645161290323,False,True
151,1,74,toyota,std,four,hatchback,fwd,front,95.7,158.7,63.6,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,31,6.184210526315789,13205.69,7.580645161290323,False,True
152,0,77,toyota,std,four,wagon,fwd,front,95.7,169.7,63.6,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,31,6.351351351351352,13205.69,7.580645161290323,False,True
153,0,81,toyota,std,four,wagon,4wd,front,95.7,169.7,63.6,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,27,7.34375,13205.69,8.703703703703704,False,True
154,0,91,toyota,std,four,wagon,4wd,front,95.7,169.7,63.6,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,27,7.34375,13205.69,8.703703703703704,False,True
155,0,91,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,30,6.351351351351352,13205.69,7.833333333333333,False,True
156,0,91,toyota,std,four,hatchback,fwd,front,95.7,166.3,64.4,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,30,6.351351351351352,13205.69,7.833333333333333,False,True
157,0,91,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.2582999999999993,22.5,104.22277227722772,5125.990099009901,34,6.527777777777778,13205.69,6.911764705882353,True,False
158,0,91,toyota,std,four,hatchback,fwd,front,95.7,166.3,64.4,0.882943143812709,2275,ohc,four,110,idi,3.27,3.2582999999999993,22.5,104.22277227722772,5125.990099009901,38,5.0,13205.69,6.184210526315789,True,False
159,0,91,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,38,5.0,13205.69,6.184210526315789,False,True
160,0,91,toyota,std,four,hatchback,fwd,front,95.7,166.3,64.4,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,28,6.911764705882353,13205.69,8.392857142857142,False,True
161,0,91,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,28,6.911764705882353,13205.69,8.392857142857142,False,True
162,1,168,toyota,std,two,sedan,rwd,front,94.5,168.7,64.0,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,29,6.911764705882353,13205.69,8.10344827586207,False,True
163,1,168,toyota,std,two,hatchback,rwd,front,94.5,168.7,64.0,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,29,6.911764705882353,13205.69,8.10344827586207,False,True
164,1,168,toyota,std,two,sedan,rwd,front,94.5,168.7,64.0,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.2582999999999993,9.4,104.22277227722772,5125.990099009901,26,8.10344827586207,13205.69,9.038461538461538,False,True
165,1,168,toyota,std,two,hatchback,rwd,front,94.5,168.7,64.0,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.2582999999999993,9.4,104.22277227722772,5125.990099009901,26,8.10344827586207,13205.69,9.038461538461538,False,True
166,2,134,toyota,std,two,hardtop,rwd,front,98.4,176.2,65.6,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
167,2,134,toyota,std,two,hardtop,rwd,front,98.4,176.2,65.6,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
168,2,134,toyota,std,two,hatchback,rwd,front,98.4,176.2,65.6,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
169,2,134,toyota,std,two,hardtop,rwd,front,98.4,176.2,65.6,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
170,2,134,toyota,std,two,hatchback,rwd,front,98.4,176.2,65.6,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
171,2,134,toyota,std,two,convertible,rwd,front,98.4,176.2,65.6,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,24,7.833333333333333,13205.69,9.791666666666666,False,True
172,-1,65,toyota,std,four,sedan,fwd,front,102.4,175.6,66.5,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,29,6.911764705882353,13205.69,8.10344827586207,False,True
173,-1,65,toyota,turbo,four,sedan,fwd,front,102.4,175.6,66.5,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.2582999999999993,22.5,104.22277227722772,5125.990099009901,30,7.121212121212121,13205.69,7.833333333333333,True,False
174,-1,65,toyota,std,four,hatchback,fwd,front,102.4,175.6,66.5,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,27,7.34375,13205.69,8.703703703703704,False,True
175,-1,65,toyota,std,four,sedan,fwd,front,102.4,175.6,66.5,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,27,7.34375,13205.69,8.703703703703704,False,True
176,-1,65,toyota,std,four,hatchback,fwd,front,102.4,175.6,66.5,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,27,7.34375,13205.69,8.703703703703704,False,True
177,3,197,toyota,std,two,hatchback,rwd,front,102.9,183.5,67.7,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,20,9.791666666666666,13205.69,11.75,False,True
178,3,197,toyota,std,two,hatchback,rwd,front,102.9,183.5,67.7,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.2582999999999993,9.3,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
179,-1,90,toyota,std,four,sedan,rwd,front,104.5,187.8,66.5,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.2582999999999993,9.2,104.22277227722772,5125.990099009901,20,9.791666666666666,13205.69,11.75,False,True
180,-1,122,toyota,std,four,wagon,rwd,front,104.5,187.8,66.5,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.2582999999999993,9.2,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
181,2,122,volkswagen,std,two,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2261,ohc,four,97,idi,3.01,3.2582999999999993,23.0,104.22277227722772,5125.990099009901,37,5.108695652173913,13205.69,6.351351351351352,True,False
182,2,122,volkswagen,std,two,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,27,6.911764705882353,13205.69,8.703703703703704,False,True
183,2,94,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2264,ohc,four,97,idi,3.01,3.2582999999999993,23.0,104.22277227722772,5125.990099009901,37,5.108695652173913,13205.69,6.351351351351352,True,False
184,2,94,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,27,6.911764705882353,13205.69,8.703703703703704,False,True
185,2,94,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,27,6.911764705882353,13205.69,8.703703703703704,False,True
186,2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2319,ohc,four,97,idi,3.01,3.2582999999999993,23.0,104.22277227722772,5125.990099009901,37,5.595238095238095,13205.69,6.351351351351352,True,False
187,2,94,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.2582999999999993,10.0,104.22277227722772,5125.990099009901,26,7.34375,13205.69,9.038461538461538,False,True
188,3,122,volkswagen,std,two,convertible,fwd,front,94.5,159.3,64.2,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.2582999999999993,8.5,104.22277227722772,5125.990099009901,24,8.10344827586207,13205.69,9.791666666666666,False,True
189,3,256,volkswagen,std,two,hatchback,fwd,front,94.5,165.7,64.0,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.2582999999999993,8.5,104.22277227722772,5125.990099009901,24,8.10344827586207,13205.69,9.791666666666666,False,True
190,0,122,volkswagen,std,four,sedan,fwd,front,100.4,180.2,66.9,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.2582999999999993,8.5,104.22277227722772,5125.990099009901,19,9.791666666666666,13205.69,12.368421052631579,False,True
191,0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,180.2,66.9,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.2582999999999993,23.0,104.22277227722772,5125.990099009901,33,6.184210526315789,13205.69,7.121212121212121,True,False
192,0,122,volkswagen,std,four,wagon,fwd,front,100.4,183.1,66.9,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.2582999999999993,9.0,104.22277227722772,5125.990099009901,25,7.580645161290323,13205.69,9.4,False,True
193,-2,103,volvo,std,four,sedan,rwd,front,104.3,188.8,67.2,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,23,8.392857142857142,13205.69,10.217391304347826,False,True
194,-1,74,volvo,std,four,wagon,rwd,front,104.3,188.8,67.2,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,23,8.392857142857142,13205.69,10.217391304347826,False,True
195,-2,103,volvo,std,four,sedan,rwd,front,104.3,188.8,67.2,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,24,8.392857142857142,13205.69,9.791666666666666,False,True
196,-1,74,volvo,std,four,wagon,rwd,front,104.3,188.8,67.2,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,24,8.392857142857142,13205.69,9.791666666666666,False,True
197,-2,103,volvo,turbo,four,sedan,rwd,front,104.3,188.8,67.2,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.2582999999999993,7.5,104.22277227722772,5125.990099009901,17,10.681818181818182,13205.69,13.823529411764707,False,True
198,-1,74,volvo,turbo,four,wagon,rwd,front,104.3,188.8,67.2,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.2582999999999993,7.5,104.22277227722772,5125.990099009901,17,10.681818181818182,13205.69,13.823529411764707,False,True
199,-1,95,volvo,std,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,23,8.392857142857142,13205.69,10.217391304347826,False,True
200,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,188.8,68.8,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.2582999999999993,8.7,104.22277227722772,5125.990099009901,19,9.4,13205.69,12.368421052631579,False,True
201,-1,95,volvo,std,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,3.2582999999999993,8.8,104.22277227722772,5125.990099009901,18,10.217391304347826,13205.69,13.055555555555555,False,True
202,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.2582999999999993,23.0,104.22277227722772,5125.990099009901,26,8.703703703703704,13205.69,9.038461538461538,True,False
203,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.2582999999999993,9.5,104.22277227722772,5125.990099009901,19,9.4,13205.69,12.368421052631579,False,True
